entity_count,bbox_entity_count,line_count,polyline_count,text_count,insert_count,circle_count,arc_count,cad_min_x,cad_min_y,cad_max_x,cad_max_y,cad_width,cad_height,cad_area,cad_aspect_ratio,x_cluster_count,y_cluster_count,max_x_gap_ratio,max_y_gap_ratio,drawing_key,drawing_id,phase,batch,split,raw_json_path,png_path,png_width,png_height,png_error,png_file_size,hard_reject_reasons,review_flags,needs_panel_split,round2_keep
0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,_P3_staging_batch2/17卷扬分线盒端子接线图A4,17卷扬分线盒端子接线图A4,P3,_P3_staging_batch2,train,datas/raw_json/_P3_staging_batch2/17卷扬分线盒端子接线图A4.json,datas/qa_and_png/P3_oda_output/17卷扬分线盒端子接线图A4.png,4683,6622,,122171,empty_entities;degenerate_cad_bbox,low_entity_count;low_line_geometry;no_text,False,False
0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,_P3_staging_batch2/21操作台端子排接线图.,21操作台端子排接线图.,P3,_P3_staging_batch2,train,datas/raw_json/_P3_staging_batch2/21操作台端子排接线图..json,datas/qa_and_png/P3_oda_output/21操作台端子排接线图..png,4681,6622,,141782,empty_entities;degenerate_cad_bbox,low_entity_count;low_line_geometry;no_text,False,False
0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,_P3_staging_batch2/22炉前仪表箱设备布置及接线图,22炉前仪表箱设备布置及接线图,P3,_P3_staging_batch2,train,datas/raw_json/_P3_staging_batch2/22炉前仪表箱设备布置及接线图.json,datas/qa_and_png/P3_oda_output/22炉前仪表箱设备布置及接线图.png,9362,6618,,152268,empty_entities;degenerate_cad_bbox,low_entity_count;low_line_geometry;no_text,False,False
0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,_P3_staging_batch2/4一次接线图,4一次接线图,P3,_P3_staging_batch2,train,datas/raw_json/_P3_staging_batch2/4一次接线图.json,datas/qa_and_png/P3_oda_output/4一次接线图.png,9362,6621,,153322,empty_entities;degenerate_cad_bbox,low_entity_count;low_line_geometry;no_text,False,False
0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,_P3_staging_batch2/9电炉馈电柜外部接线图A4,9电炉馈电柜外部接线图A4,P3,_P3_staging_batch2,train,datas/raw_json/_P3_staging_batch2/9电炉馈电柜外部接线图A4.json,datas/qa_and_png/P3_oda_output/9电炉馈电柜外部接线图A4.png,4683,6622,,115465,empty_entities;degenerate_cad_bbox,low_entity_count;low_line_geometry;no_text,False,False
0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,_P3_staging_batch3/400万大卡导热炉接线图,400万大卡导热炉接线图,P3,_P3_staging_batch3,train,datas/raw_json/_P3_staging_batch3/400万大卡导热炉接线图.json,datas/qa_and_png/P3_oda_output/400万大卡导热炉接线图.png,8569,6622,,80306,empty_entities;degenerate_cad_bbox,low_entity_count;low_line_geometry;no_text,False,False
0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,_P3_staging_batch3/400万大卡接线图,400万大卡接线图,P3,_P3_staging_batch3,train,datas/raw_json/_P3_staging_batch3/400万大卡接线图.json,datas/qa_and_png/P3_oda_output/400万大卡接线图.png,9362,6619,,235778,empty_entities;degenerate_cad_bbox,low_entity_count;low_line_geometry;no_text,False,False
0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,_P3_staging_batch3/SZL接线图.10吨,SZL接线图.10吨,P3,_P3_staging_batch3,train,datas/raw_json/_P3_staging_batch3/SZL接线图.10吨.json,datas/qa_and_png/P3_oda_output/SZL接线图.10吨.png,9362,6619,,209089,empty_entities;degenerate_cad_bbox,low_entity_count;low_line_geometry;no_text,False,False
0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,_P3_staging_batch3/SZL接线图.10吨（燃油.）dwg,SZL接线图.10吨（燃油.）dwg,P3,_P3_staging_batch3,train,datas/raw_json/_P3_staging_batch3/SZL接线图.10吨（燃油.）dwg.json,datas/qa_and_png/P3_oda_output/SZL接线图.10吨（燃油.）dwg.png,9362,6619,,238336,empty_entities;degenerate_cad_bbox,low_entity_count;low_line_geometry;no_text,False,False
0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,_P3_staging_batch4/母线设备间隔断面图(施工图),母线设备间隔断面图(施工图),P3,_P3_staging_batch4,train,datas/raw_json/_P3_staging_batch4/母线设备间隔断面图(施工图).json,datas/qa_and_png/P3_oda_output/母线设备间隔断面图(施工图).png,9362,6620,,151694,empty_entities;degenerate_cad_bbox,low_entity_count;low_line_geometry;no_text,False,False
