panel_id,parent_drawing_key,split,phase,batch,panel_index,panel_count,split_method,panel_png_path,panel_bbox_cad,parent_normalized_json_path,parent_topology_v0_json_path,topology_v1_panel_json_path,status,error,panel_entity_count,base_segment_count,split_segment_count,intersection_count,split_event_count,split_short_segments,v1_node_count,v1_edge_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,effective_endpoint_tolerance,quality_flags,severity,anomaly_type,suggested_action,model_review_label,model_confidence,model_needs_human_review,model_reason,model_visible_cues,topology_panel_v1_review_label,topology_panel_v1_review_comment,topology_panel_v1_reviewed,topology_panel_v1_accepted,topology_panel_v1_exclude_reason,topology_panel_v1_policy_decision,topology_panel_v1_policy_exclude_reason,v1_5_candidate_score,v1_5_candidate_bucket,v1_5_candidate_reasons,v1_5_target_task,agentic_annotation_status,agentic_phase,agentic_split,agentic_panel_png_path,agentic_topology_v1_panel_json_path,agentic_v1_5_candidate_score,agentic_v1_5_candidate_bucket,agentic_known_policy_decision,agentic_known_review_label,agentic_consensus_label,agentic_consensus_decision,agentic_consensus_confidence,agentic_agreement_count,agentic_agent_count,agentic_reason
_P3_staging_batch4/10kV箱式开关站外形图#panel_000,_P3_staging_batch4/10kV箱式开关站外形图,test,P3,_P3_staging_batch4,0,1,full,datas/qa_and_png/P3_oda_output/10kV箱式开关站外形图.png,"-10988.6855,-8271.4145,16960.0719,11038.6164",outputs/normalized_geometry/_P3_staging_batch4/10kV箱式开关站外形图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10kV箱式开关站外形图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10kV箱式开关站外形图#panel_000.topology.v1.json,ok,,5518,15739,18142,2831,3169,186,14407,17525,2732,0.0013,0.129,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,not_topology_target,0.98,True,"The panel is an architectural outline drawing of a 10kV box switch station, not a wiring or network topology graph target.","Shows three orthographic building elevation views with dimensioning, no circuit/topology connections present; Title block explicitly labels the drawing as '10kV箱式开关站外形图' (10kV box switch station outline drawing)",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry,34,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;low_isolated_edge_ratio;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P3,test,datas/qa_and_png/P3_oda_output/10kV箱式开关站外形图.png,outputs/topology_panel_v1/_P3_staging_batch4/10kV箱式开关站外形图#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,reject_not_topology,auto_reject,0.99,1,1,1/1 agents voted reject_not_topology
_P2_staging/变电所修__479#panel_000,_P2_staging/变电所修__479,val,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/变电所修__479.png,"0.0,0.0,223756.1854,99679.1562",outputs/normalized_geometry/_P2_staging/变电所修__479.normalized.json,outputs/topology_graph/_P2_staging/变电所修__479.topology.v0.json,outputs/topology_panel_v1/_P2_staging/变电所修__479#panel_000.topology.v1.json,truncated_max_segments,,8989,7532,430825,215106,428622,5191,78745,219846,223,0.0005,0.6656,1.0,,critical,truncated_max_segments,Review extremely dense graph; raise max_segments only if visually valid.,needs_panel_split,1.0,True,"The image contains multiple distinct, independent CAD diagram panels that must be split into separate individual panels before topology processing.",Five separate bordered drawing panels with unique titles are present; Independent third-party logo block is visible as a separate unconnected region,needs_panel_split,"model: The image contains multiple distinct, independent CAD diagram panels that must be split into separate individual panels before topology processing.",True,False,needs_panel_split,badcase,multi_subfigure_badcase,30,negative_control_badcase,single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;low_isolated_edge_ratio;dominant_connected_component;known_badcase,clean_single_panel_topology,pending,P2,val,datas/qa_and_png/P2_oda_output/变电所修__479.png,outputs/topology_panel_v1/_P2_staging/变电所修__479#panel_000.topology.v1.json,30,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P1_staging/热电厂工程电气主接线#panel_000,_P1_staging/热电厂工程电气主接线,test,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/热电厂工程电气主接线.png,"290034.7718,103222.3573,465661.3145,200074.4744",outputs/normalized_geometry/_P1_staging/热电厂工程电气主接线.normalized.json,outputs/topology_graph/_P1_staging/热电厂工程电气主接线.topology.v0.json,outputs/topology_panel_v1/_P1_staging/热电厂工程电气主接线#panel_000.topology.v1.json,ok,,8272,6675,10936,2830,4492,0,11361,10934,2088,0.0651,0.0532,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The single panel crop contains 4 distinct independent sub-panels that must be split before topology graph processing, per prioritization rule for multiple separate diagrams.","Four visually separated, unconnected regions in the image; Top two regions are tables/specification text, bottom two are separate unrelated electrical wiring diagrams",needs_panel_split,"model: The single panel crop contains 4 distinct independent sub-panels that must be split before topology graph processing, per prioritization rule for multiple separate diagrams.",True,False,needs_panel_split,badcase,multi_subfigure_badcase,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P1,test,datas/qa_and_png/P1_oda_output/热电厂工程电气主接线.png,outputs/topology_panel_v1/_P1_staging/热电厂工程电气主接线#panel_000.topology.v1.json,28,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000,_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/0武汉某35变电所一次部分施工图wm666.taobao.com.png,"-453595.6874,-266369.5225,87518.9273,133735.1826",outputs/normalized_geometry/_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000.topology.v1.json,ok,,30319,30087,48165,17480,27311,192,41835,47424,5518,0.0343,0.048,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The panel contains multiple independent, visually separated subfigures, diagrams, and tables that require splitting into individual panels before topology graph processing.","Multiple distinct diagram/table regions separated by clear white space gaps; Included independent elements: wiring schematics, equipment tables, layout plans, and title block panels",needs_panel_split,"model: The panel contains multiple independent, visually separated subfigures, diagrams, and tables that require splitting into individual panels before topology graph processing.",True,False,needs_panel_split,badcase,multi_subfigure_badcase,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P2,train,datas/qa_and_png/P2_oda_output/0武汉某35变电所一次部分施工图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000.topology.v1.json,28,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000,_P2_staging/10KV变电站电气图wm666.taobao.com,test,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/10KV变电站电气图wm666.taobao.com.png,"590119.6667,-337951.4486,1202753.0109,141584.9954",outputs/normalized_geometry/_P2_staging/10KV变电站电气图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/10KV变电站电气图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000.topology.v1.json,ok,,18717,13728,26993,10472,14844,15,22351,26963,2746,0.0531,0.0521,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The image contains multiple distinct, independent electrical diagram sub-panels that require splitting before individual topology processing.",12 separate bounded drawing panels with independent electrical diagram content are present; Each panel is visually separated by whitespace and functions as a standalone sub-figure,needs_panel_split,"model: The image contains multiple distinct, independent electrical diagram sub-panels that require splitting before individual topology processing.",True,False,needs_panel_split,badcase,multi_subfigure_badcase,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P2,test,datas/qa_and_png/P2_oda_output/10KV变电站电气图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000.topology.v1.json,28,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P2_staging/10kV变电所电气图#panel_000,_P2_staging/10kV变电所电气图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/10kV变电所电气图.png,"219772.9516,-795298.3428,1676492.8135,-411745.0",outputs/normalized_geometry/_P2_staging/10kV变电所电气图.normalized.json,outputs/topology_graph/_P2_staging/10kV变电所电气图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/10kV变电所电气图#panel_000.topology.v1.json,ok,,15593,11420,23440,9683,13256,22,19211,23343,2442,0.0582,0.0699,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,The image contains multiple independent separated electrical diagram panels that require splitting before topology processing.,11 distinct bordered CAD drawing panels are present in the single image; Each panel has its own title block and no cross-topology connections to other panels,needs_panel_split,model: The image contains multiple independent separated electrical diagram panels that require splitting before topology processing.,True,False,needs_panel_split,badcase,multi_subfigure_badcase,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P2,train,datas/qa_and_png/P2_oda_output/10kV变电所电气图.png,outputs/topology_panel_v1/_P2_staging/10kV变电所电气图#panel_000.topology.v1.json,28,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P2_staging/35KV二次图#panel_000,_P2_staging/35KV二次图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35KV二次图.png,"2005.6503,-2898.3395,11332.3978,1161.1762",outputs/normalized_geometry/_P2_staging/35KV二次图.normalized.json,outputs/topology_graph/_P2_staging/35KV二次图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35KV二次图#panel_000.topology.v1.json,ok,,58529,39910,173316,91444,159755,1955,58058,90659,4276,0.0291,0.0298,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The image contains dozens of independent, separated sub-diagrams for different electrical cabinets that require splitting into individual panels before topology graph generation.","Multiple distinct framed wiring diagram panels are grouped per cabinet type (metering, main transformer protection, bus coupler, etc.); No connecting topology exists between the separate framed diagram regions",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P2,train,datas/qa_and_png/P2_oda_output/35KV二次图.png,outputs/topology_panel_v1/_P2_staging/35KV二次图#panel_000.topology.v1.json,28,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: bad geometry
_P2_staging/35KV变电站全套电气二次图#panel_000,_P2_staging/35KV变电站全套电气二次图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图.png,"1472.718,-909.3814,5130.477,3370.4397",outputs/normalized_geometry/_P2_staging/35KV变电站全套电气二次图.normalized.json,outputs/topology_graph/_P2_staging/35KV变电站全套电气二次图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图#panel_000.topology.v1.json,ok,,36196,21185,54389,21054,34102,101,36434,47978,3342,0.0343,0.0218,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,The panel contains dozens of independent separated sub-diagrams arranged in a grid that must be split into individual panels before topology graph generation.,Multiple border-enclosed distinct sub-panels in grid layout; Each sub-panel contains its own electrical schematic and title block,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P2,train,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图.png,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图#panel_000.topology.v1.json,28,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: bad geometry
_P2_staging/35KV变电站全套电气二次图2#panel_000,_P2_staging/35KV变电站全套电气二次图2,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图2.png,"1472.718,-909.3814,5130.477,3370.4397",outputs/normalized_geometry/_P2_staging/35KV变电站全套电气二次图2.normalized.json,outputs/topology_graph/_P2_staging/35KV变电站全套电气二次图2.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图2#panel_000.topology.v1.json,ok,,36196,21185,54389,21054,34102,101,36434,47978,3342,0.0343,0.0218,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The input image contains dozens of distinct, independent sub-diagrams arranged in a grid, each enclosed in its own border, so they must be split into individual panels before topology graph processing.",Grid of multiple self-contained framed electrical diagrams; Each sub-diagram has its own unique content and footer metadata block,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P2,train,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图2.png,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图2#panel_000.topology.v1.json,28,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: bad geometry
_P2_staging/35KV变电站全套电气二次图wm666.taobao.com#panel_000,_P2_staging/35KV变电站全套电气二次图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图wm666.taobao.com.png,"1472.718,-909.3814,5130.477,3370.4397",outputs/normalized_geometry/_P2_staging/35KV变电站全套电气二次图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35KV变电站全套电气二次图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图wm666.taobao.com#panel_000.topology.v1.json,ok,,36195,21185,54389,21054,34102,101,36434,47978,3342,0.0343,0.0218,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The panel contains dozens of independent, separated sub-diagrams arranged in a grid that must be split into individual panels before topology processing.",Grid of individually bordered separate CAD drawing panels; Each sub-panel has its own independent content and title block separated by clear white space,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P2,train,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图wm666.taobao.com#panel_000.topology.v1.json,28,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: bad geometry
_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）#panel_000,_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）,test,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV变电站新建工程电气施工图纸（含初步设计说明书）.png,"-48411.0092,-55.503,6540.6196,112191.1438",outputs/normalized_geometry/_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）.normalized.json,outputs/topology_graph/_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）#panel_000.topology.v1.json,ok,,19357,15023,28867,11137,16508,573,18704,23484,2031,0.0203,0.0796,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,The image contains dozens of independent separate bordered CAD drawing panels that must be split into individual panels before topology graph processing.,Multiple distinct bordered electrical drawing panels arranged in two rows separated by wide white space; Each panel has its own independent content and title block as a standalone construction drawing,needs_panel_split,model: The image contains dozens of independent separate bordered CAD drawing panels that must be split into individual panels before topology graph processing.,True,False,needs_panel_split,badcase,multi_subfigure_badcase,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P2,test,datas/qa_and_png/P2_oda_output/35kV变电站新建工程电气施工图纸（含初步设计说明书）.png,outputs/topology_panel_v1/_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）#panel_000.topology.v1.json,28,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com#panel_000,_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com.png,"-10763.0903,-55.503,6540.6196,7979.7556",outputs/normalized_geometry/_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com#panel_000.topology.v1.json,ok,,19356,15023,28867,11137,16508,573,18704,23484,2031,0.0203,0.0796,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,The image contains multiple independent separated engineering sub-diagrams that must be split into individual panels before topology graph processing.,"Two horizontal rows of distinct, bordered CAD drawing panels are present; Each sub-panel has its own title block and independent diagram content",needs_panel_split,model: The image contains multiple independent separated engineering sub-diagrams that must be split into individual panels before topology graph processing.,True,False,needs_panel_split,badcase,multi_subfigure_badcase,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P2,train,datas/qa_and_png/P2_oda_output/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com#panel_000.topology.v1.json,28,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P2_staging/500KV变电站直流系统图纸#panel_000,_P2_staging/500KV变电站直流系统图纸,val,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/500KV变电站直流系统图纸.png,"-29748.2751,-6861.3324,14693.2084,13064.4866",outputs/normalized_geometry/_P2_staging/500KV变电站直流系统图纸.normalized.json,outputs/topology_graph/_P2_staging/500KV变电站直流系统图纸.topology.v0.json,outputs/topology_panel_v1/_P2_staging/500KV变电站直流系统图纸#panel_000.topology.v1.json,ok,,37070,25298,44882,14535,21683,886,43654,44044,6389,0.1003,0.0132,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,The image contains multiple visually independent separated CAD diagrams that must be split into individual panels prior to topology graph generation.,14 distinct framed drawing panels with individual borders are present; Each panel includes its own title block and separate schematic content unconnected to other panels,needs_panel_split,model: The image contains multiple visually independent separated CAD diagrams that must be split into individual panels prior to topology graph generation.,True,False,needs_panel_split,badcase,multi_subfigure_badcase,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P2,val,datas/qa_and_png/P2_oda_output/500KV变电站直流系统图纸.png,outputs/topology_panel_v1/_P2_staging/500KV变电站直流系统图纸#panel_000.topology.v1.json,28,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P2_staging/500KV变电站直流系统图纸wm666.taobao.com#panel_000,_P2_staging/500KV变电站直流系统图纸wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/500KV变电站直流系统图纸wm666.taobao.com.png,"-29748.2751,-6861.3324,14693.2084,13064.4866",outputs/normalized_geometry/_P2_staging/500KV变电站直流系统图纸wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/500KV变电站直流系统图纸wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/500KV变电站直流系统图纸wm666.taobao.com#panel_000.topology.v1.json,ok,,37069,25298,44882,14535,21683,886,43654,44044,6389,0.1003,0.0132,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The image contains multiple visually separate independent wiring diagram panels each with their own title blocks, that must be split before topology processing.",14 distinct bounded diagram panels with individual borders are present; Each separate panel includes its own title block and standalone circuit/topology content,needs_panel_split,"model: The image contains multiple visually separate independent wiring diagram panels each with their own title blocks, that must be split before topology processing.",True,False,needs_panel_split,badcase,multi_subfigure_badcase,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P2,train,datas/qa_and_png/P2_oda_output/500KV变电站直流系统图纸wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/500KV变电站直流系统图纸wm666.taobao.com#panel_000.topology.v1.json,28,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P2_staging/B-变电所-办公楼201411.19_t3#panel_000,_P2_staging/B-变电所-办公楼201411.19_t3,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/B-变电所-办公楼201411.19_t3.png,"-651596.4944,-286524543.0837,141764367.858,312680.9524",outputs/normalized_geometry/_P2_staging/B-变电所-办公楼201411.19_t3.normalized.json,outputs/topology_graph/_P2_staging/B-变电所-办公楼201411.19_t3.topology.v0.json,outputs/topology_panel_v1/_P2_staging/B-变电所-办公楼201411.19_t3#panel_000.topology.v1.json,ok,,25204,26730,45981,12985,21163,308,35016,45715,4739,0.0255,0.0424,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The single input image contains many visually independent, separated CAD diagram panels each with distinct topology content, requiring splitting before further processing.","Multiple discrete separated drawing panels with individual title blocks are visible; Separate labeled sections (2-T1 to 2-T6, equipment layout, etc.) correspond to independent unconnected diagrams",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P2,train,datas/qa_and_png/P2_oda_output/B-变电所-办公楼201411.19_t3.png,outputs/topology_panel_v1/_P2_staging/B-变电所-办公楼201411.19_t3#panel_000.topology.v1.json,28,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: bad geometry
_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319#panel_000,_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319.png,"0.0,-1223603.7098,3230950.7702,0.0",outputs/normalized_geometry/_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319.normalized.json,outputs/topology_graph/_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319.topology.v0.json,outputs/topology_panel_v1/_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319#panel_000.topology.v1.json,ok,,32450,21779,54158,23423,38636,404,43396,53813,5174,0.0357,0.0589,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The image contains multiple independent, separated CAD diagram subfigures that require splitting into individual panels before topology graph generation.","Four distinct columns of separate CAD drawings, each with their own title block; Each sub-drawing is visually isolated with no inter-connecting topology between them",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry,28,negative_control_badcase,status_ok;single_full_panel;one_panel;image_exists;graph_exists;positive_graph_counts;quality_flags:high_fragmentation;known_badcase,clean_single_panel_topology,pending,P2,train,datas/qa_and_png/P2_oda_output/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319.png,outputs/topology_panel_v1/_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319#panel_000.topology.v1.json,28,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: bad geometry
