drawing_key,drawing_id,phase,batch,split,watermark_candidate,watermark_confidence,metadata_hits,json_text_hits,text_entity_count,json_error,raw_json_path,png_path
_P1_staging/02-110KV屋外配电装置平面布置图wm666.taobao.com,02-110KV屋外配电装置平面布置图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,74,,datas/raw_json/_P1_staging/02-110KV屋外配电装置平面布置图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/02-110KV屋外配电装置平面布置图wm666.taobao.com.png
_P1_staging/02-主接线wm666.taobao.com,02-主接线wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,1704,,datas/raw_json/_P1_staging/02-主接线wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/02-主接线wm666.taobao.com.png
_P1_staging/03-10kV配电装置主变进线及母线桥间隔断面图wm666.taobao.com,03-10kV配电装置主变进线及母线桥间隔断面图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,57,,datas/raw_json/_P1_staging/03-10kV配电装置主变进线及母线桥间隔断面图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/03-10kV配电装置主变进线及母线桥间隔断面图wm666.taobao.com.png
_P1_staging/03-110KV屋外配电装置出线间隔断面图wm666.taobao.com,03-110KV屋外配电装置出线间隔断面图wm666.taobao.com,P1,_P1_staging,val,True,medium,taobao;wm666,,191,,datas/raw_json/_P1_staging/03-110KV屋外配电装置出线间隔断面图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/03-110KV屋外配电装置出线间隔断面图wm666.taobao.com.png
_P1_staging/04-110KV屋外配电装置主变进线间隔及母线PT间隔断面图wm666.taobao.com,04-110KV屋外配电装置主变进线间隔及母线PT间隔断面图wm666.taobao.com,P1,_P1_staging,val,True,medium,taobao;wm666,,153,,datas/raw_json/_P1_staging/04-110KV屋外配电装置主变进线间隔及母线PT间隔断面图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/04-110KV屋外配电装置主变进线间隔及母线PT间隔断面图wm666.taobao.com.png
_P1_staging/05-110KV屋外配电装置母线分段间隔断面图wm666.taobao.com,05-110KV屋外配电装置母线分段间隔断面图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,143,,datas/raw_json/_P1_staging/05-110KV屋外配电装置母线分段间隔断面图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/05-110KV屋外配电装置母线分段间隔断面图wm666.taobao.com.png
_P1_staging/110KV出线断面图wm666.taobao.com,110KV出线断面图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,210,,datas/raw_json/_P1_staging/110KV出线断面图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110KV出线断面图wm666.taobao.com.png
_P1_staging/110KV升压站平面布置图1wm666.taobao.com,110KV升压站平面布置图1wm666.taobao.com,P1,_P1_staging,test,True,medium,taobao;wm666,,155,,datas/raw_json/_P1_staging/110KV升压站平面布置图1wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110KV升压站平面布置图1wm666.taobao.com.png
_P1_staging/110KV升压站总体平面布置图wm666.taobao.com,110KV升压站总体平面布置图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,135,,datas/raw_json/_P1_staging/110KV升压站总体平面布置图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110KV升压站总体平面布置图wm666.taobao.com.png
_P1_staging/110KV升压站接地布置图.wm666.taobao.com,110KV升压站接地布置图.wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,68,,datas/raw_json/_P1_staging/110KV升压站接地布置图.wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110KV升压站接地布置图.wm666.taobao.com.png
_P1_staging/110KV升压站立面布置图1wm666.taobao.com,110KV升压站立面布置图1wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,132,,datas/raw_json/_P1_staging/110KV升压站立面布置图1wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110KV升压站立面布置图1wm666.taobao.com.png
_P1_staging/110KV升压站立面布置图wm666.taobao.com,110KV升压站立面布置图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,127,,datas/raw_json/_P1_staging/110KV升压站立面布置图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110KV升压站立面布置图wm666.taobao.com.png
_P1_staging/110KV变电站主接线保护直流所wm666.taobao.com,110KV变电站主接线保护直流所wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,889,,datas/raw_json/_P1_staging/110KV变电站主接线保护直流所wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110KV变电站主接线保护直流所wm666.taobao.com.png
_P1_staging/110KV变电站典型设计图纸wm666.taobao.com,110KV变电站典型设计图纸wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,602,,datas/raw_json/_P1_staging/110KV变电站典型设计图纸wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110KV变电站典型设计图纸wm666.taobao.com.png
_P1_staging/110Kv变电站直流系统接线图wm666.taobao.com,110Kv变电站直流系统接线图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,335,,datas/raw_json/_P1_staging/110Kv变电站直流系统接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110Kv变电站直流系统接线图wm666.taobao.com.png
_P1_staging/110kVxx变电站完整电源图wm666.taobao.com,110kVxx变电站完整电源图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,101,,datas/raw_json/_P1_staging/110kVxx变电站完整电源图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110kVxx变电站完整电源图wm666.taobao.com.png
_P1_staging/110kVxx变电站完整电源图（塔位点）wm666.taobao.com,110kVxx变电站完整电源图（塔位点）wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,36,,datas/raw_json/_P1_staging/110kVxx变电站完整电源图（塔位点）wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110kVxx变电站完整电源图（塔位点）wm666.taobao.com.png
_P1_staging/110kV变电站GIS布置平面图wm666.taobao.com,110kV变电站GIS布置平面图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,898,,datas/raw_json/_P1_staging/110kV变电站GIS布置平面图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110kV变电站GIS布置平面图wm666.taobao.com.png
_P1_staging/110kV变电站电气主接线wm666.taobao.com,110kV变电站电气主接线wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,285,,datas/raw_json/_P1_staging/110kV变电站电气主接线wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110kV变电站电气主接线wm666.taobao.com.png
_P1_staging/110kV变电站远动范围图wm666.taobao.com,110kV变电站远动范围图wm666.taobao.com,P1,_P1_staging,val,True,medium,taobao;wm666,,306,,datas/raw_json/_P1_staging/110kV变电站远动范围图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110kV变电站远动范围图wm666.taobao.com.png
_P1_staging/110kV开关站+ABB避雷针高度计算,110kV开关站+ABB避雷针高度计算,P1,_P1_staging,train,True,high,,taobao;淘宝,78,,datas/raw_json/_P1_staging/110kV开关站+ABB避雷针高度计算.json,datas/qa_and_png/P1_oda_output/110kV开关站+ABB避雷针高度计算.png
_P1_staging/110kV部分wm666.taobao.com,110kV部分wm666.taobao.com,P1,_P1_staging,test,True,medium,taobao;wm666,,4439,,datas/raw_json/_P1_staging/110kV部分wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110kV部分wm666.taobao.com.png
_P1_staging/110kV降压变电站主接线图wm666.taobao.com,110kV降压变电站主接线图wm666.taobao.com,P1,_P1_staging,test,True,medium,taobao;wm666,,175,,datas/raw_json/_P1_staging/110kV降压变电站主接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110kV降压变电站主接线图wm666.taobao.com.png
_P1_staging/110kv变电站电气一次图纸目录wm666.taobao.com,110kv变电站电气一次图纸目录wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,54,,datas/raw_json/_P1_staging/110kv变电站电气一次图纸目录wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110kv变电站电气一次图纸目录wm666.taobao.com.png
_P1_staging/110kv变电站电气一次说明书wm666.taobao.com,110kv变电站电气一次说明书wm666.taobao.com,P1,_P1_staging,test,True,medium,taobao;wm666,,14,,datas/raw_json/_P1_staging/110kv变电站电气一次说明书wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110kv变电站电气一次说明书wm666.taobao.com.png
_P1_staging/110kv安斑东线、西线竣工图设计wm666.taobao.com,110kv安斑东线、西线竣工图设计wm666.taobao.com,P1,_P1_staging,test,True,medium,taobao;wm666,,515,,datas/raw_json/_P1_staging/110kv安斑东线、西线竣工图设计wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/110kv安斑东线、西线竣工图设计wm666.taobao.com.png
_P1_staging/132kV变电站主接线图wm666.taobao.com,132kV变电站主接线图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,448,,datas/raw_json/_P1_staging/132kV变电站主接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/132kV变电站主接线图wm666.taobao.com.png
_P1_staging/16-主变及35kV场地平面布置图wm666.taobao.com,16-主变及35kV场地平面布置图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,161,,datas/raw_json/_P1_staging/16-主变及35kV场地平面布置图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/16-主变及35kV场地平面布置图wm666.taobao.com.png
_P1_staging/2-主接线图wm666.taobao.com,2-主接线图wm666.taobao.com,P1,_P1_staging,test,True,medium,taobao;wm666,,288,,datas/raw_json/_P1_staging/2-主接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/2-主接线图wm666.taobao.com.png
_P1_staging/220Kv枢纽变电站主接线图wm666.taobao.com,220Kv枢纽变电站主接线图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,97,,datas/raw_json/_P1_staging/220Kv枢纽变电站主接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/220Kv枢纽变电站主接线图wm666.taobao.com.png
_P1_staging/250kVA欧式箱变电气主接线图wm666.taobao.com,250kVA欧式箱变电气主接线图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,358,,datas/raw_json/_P1_staging/250kVA欧式箱变电气主接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/250kVA欧式箱变电气主接线图wm666.taobao.com.png
_P1_staging/35KV变电站主接线图wm666.taobao.com,35KV变电站主接线图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,459,,datas/raw_json/_P1_staging/35KV变电站主接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/35KV变电站主接线图wm666.taobao.com.png
_P1_staging/35kv江鑫－主变35kv侧开关控制信号回路原理接线图wm666.taobao.com,35kv江鑫－主变35kv侧开关控制信号回路原理接线图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,340,,datas/raw_json/_P1_staging/35kv江鑫－主变35kv侧开关控制信号回路原理接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/35kv江鑫－主变35kv侧开关控制信号回路原理接线图wm666.taobao.com.png
_P1_staging/35kv江鑫－主变35kv侧开关柜端子排图wm666.taobao.com,35kv江鑫－主变35kv侧开关柜端子排图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,327,,datas/raw_json/_P1_staging/35kv江鑫－主变35kv侧开关柜端子排图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/35kv江鑫－主变35kv侧开关柜端子排图wm666.taobao.com.png
_P1_staging/35kv江鑫－主变6kv侧开关控制信号回路原理接线图wm666.taobao.com,35kv江鑫－主变6kv侧开关控制信号回路原理接线图wm666.taobao.com,P1,_P1_staging,val,True,medium,taobao;wm666,,380,,datas/raw_json/_P1_staging/35kv江鑫－主变6kv侧开关控制信号回路原理接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/35kv江鑫－主变6kv侧开关控制信号回路原理接线图wm666.taobao.com.png
_P1_staging/35kv江鑫－主变6kv侧开关柜端子排图wm666.taobao.com,35kv江鑫－主变6kv侧开关柜端子排图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,315,,datas/raw_json/_P1_staging/35kv江鑫－主变6kv侧开关柜端子排图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/35kv江鑫－主变6kv侧开关柜端子排图wm666.taobao.com.png
_P1_staging/35kv江鑫－主变保护屏端子排图wm666.taobao.com,35kv江鑫－主变保护屏端子排图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,1661,,datas/raw_json/_P1_staging/35kv江鑫－主变保护屏端子排图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/35kv江鑫－主变保护屏端子排图wm666.taobao.com.png
_P1_staging/35kv江鑫－主变保护高低压侧电流电压回路原理接线图wm666.taobao.com,35kv江鑫－主变保护高低压侧电流电压回路原理接线图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,233,,datas/raw_json/_P1_staging/35kv江鑫－主变保护高低压侧电流电压回路原理接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/35kv江鑫－主变保护高低压侧电流电压回路原理接线图wm666.taobao.com.png
_P1_staging/35kv江鑫－主变压器调压、分接头遥信接口回路图wm666.taobao.com,35kv江鑫－主变压器调压、分接头遥信接口回路图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,168,,datas/raw_json/_P1_staging/35kv江鑫－主变压器调压、分接头遥信接口回路图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/35kv江鑫－主变压器调压、分接头遥信接口回路图wm666.taobao.com.png
_P1_staging/35kv江鑫－主变瓦斯、温度、油位、接口回路图wm666.taobao.com,35kv江鑫－主变瓦斯、温度、油位、接口回路图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,277,,datas/raw_json/_P1_staging/35kv江鑫－主变瓦斯、温度、油位、接口回路图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/35kv江鑫－主变瓦斯、温度、油位、接口回路图wm666.taobao.com.png
_P1_staging/500KV电站主接线图wm666.taobao.com,500KV电站主接线图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,144,,datas/raw_json/_P1_staging/500KV电站主接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/500KV电站主接线图wm666.taobao.com.png
_P1_staging/D-02 电气主接线图wm666.taobao.com,D-02 电气主接线图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,238,,datas/raw_json/_P1_staging/D-02 电气主接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/D-02 电气主接线图wm666.taobao.com.png
_P1_staging/D-04 500kV GIS主接线图wm666.taobao.com,D-04 500kV GIS主接线图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,731,,datas/raw_json/_P1_staging/D-04 500kV GIS主接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/D-04 500kV GIS主接线图wm666.taobao.com.png
_P1_staging/XX变电站主接线图1wm666.taobao.com,XX变电站主接线图1wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,589,,datas/raw_json/_P1_staging/XX变电站主接线图1wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/XX变电站主接线图1wm666.taobao.com.png
_P1_staging/XX变电站主接线图wm666.taobao.com,XX变电站主接线图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,527,,datas/raw_json/_P1_staging/XX变电站主接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/XX变电站主接线图wm666.taobao.com.png
_P1_staging/xx110kV出线平面布置图Awm666.taobao.com,xx110kV出线平面布置图Awm666.taobao.com,P1,_P1_staging,val,True,medium,taobao;wm666,,56,,datas/raw_json/_P1_staging/xx110kV出线平面布置图Awm666.taobao.com.json,datas/qa_and_png/P1_oda_output/xx110kV出线平面布置图Awm666.taobao.com.png
_P1_staging/三卷主变电流电压回路wm666.taobao.com,三卷主变电流电压回路wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,328,,datas/raw_json/_P1_staging/三卷主变电流电压回路wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/三卷主变电流电压回路wm666.taobao.com.png
_P1_staging/三卷主变面板图wm666.taobao.com,三卷主变面板图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,350,,datas/raw_json/_P1_staging/三卷主变面板图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/三卷主变面板图wm666.taobao.com.png
_P1_staging/主变.35kV侧隔离开关操作机构二次接线图(B066-500-0305)wm666.taobao.com,主变.35kV侧隔离开关操作机构二次接线图(B066-500-0305)wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,731,,datas/raw_json/_P1_staging/主变.35kV侧隔离开关操作机构二次接线图(B066-500-0305)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/主变.35kV侧隔离开关操作机构二次接线图(B066-500-0305)wm666.taobao.com.png
_P1_staging/主变35kV侧接地刀操作机构二次接线图(B066-500-0306)wm666.taobao.com,主变35kV侧接地刀操作机构二次接线图(B066-500-0306)wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,104,,datas/raw_json/_P1_staging/主变35kV侧接地刀操作机构二次接线图(B066-500-0306)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/主变35kV侧接地刀操作机构二次接线图(B066-500-0306)wm666.taobao.com.png
_P1_staging/主变低压侧电缆安装示意图wm666.taobao.com,主变低压侧电缆安装示意图wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,104,,datas/raw_json/_P1_staging/主变低压侧电缆安装示意图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/主变低压侧电缆安装示意图wm666.taobao.com.png
_P1_staging/主变保护A柜接线图(一)(B066-500-0203)wm666.taobao.com,主变保护A柜接线图(一)(B066-500-0203)wm666.taobao.com,P1,_P1_staging,test,True,medium,taobao;wm666,,587,,datas/raw_json/_P1_staging/主变保护A柜接线图(一)(B066-500-0203)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/主变保护A柜接线图(一)(B066-500-0203)wm666.taobao.com.png
_P1_staging/主变保护A柜接线图(三)(B066-500-0205)wm666.taobao.com,主变保护A柜接线图(三)(B066-500-0205)wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,1597,,datas/raw_json/_P1_staging/主变保护A柜接线图(三)(B066-500-0205)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/主变保护A柜接线图(三)(B066-500-0205)wm666.taobao.com.png
_P1_staging/主变保护A柜接线图(二)(B066-500-0204)wm666.taobao.com,主变保护A柜接线图(二)(B066-500-0204)wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,1345,,datas/raw_json/_P1_staging/主变保护A柜接线图(二)(B066-500-0204)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/主变保护A柜接线图(二)(B066-500-0204)wm666.taobao.com.png
_P1_staging/主变保护A柜接线图(四)(B066-500-0206)wm666.taobao.com,主变保护A柜接线图(四)(B066-500-0206)wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,1161,,datas/raw_json/_P1_staging/主变保护A柜接线图(四)(B066-500-0206)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/主变保护A柜接线图(四)(B066-500-0206)wm666.taobao.com.png
_P1_staging/主变保护A柜端子箱(B066-500-0216)wm666.taobao.com,主变保护A柜端子箱(B066-500-0216)wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,2525,,datas/raw_json/_P1_staging/主变保护A柜端子箱(B066-500-0216)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/主变保护A柜端子箱(B066-500-0216)wm666.taobao.com.png
_P1_staging/主变保护B柜接线图(一)(B066-500-0207)wm666.taobao.com,主变保护B柜接线图(一)(B066-500-0207)wm666.taobao.com,P1,_P1_staging,train,True,medium,taobao;wm666,,519,,datas/raw_json/_P1_staging/主变保护B柜接线图(一)(B066-500-0207)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/主变保护B柜接线图(一)(B066-500-0207)wm666.taobao.com.png
_P1_staging/主变保护B柜接线图(三)(B066-500-0209)wm666.taobao.com,主变保护B柜接线图(三)(B066-500-0209)wm666.taobao.com,P1,_P1_staging,test,True,medium,taobao;wm666,,700,,datas/raw_json/_P1_staging/主变保护B柜接线图(三)(B066-500-0209)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/主变保护B柜接线图(三)(B066-500-0209)wm666.taobao.com.png
_P1_staging/主变保护B柜接线图(二)(B066-500-0208)wm666.taobao.com,主变保护B柜接线图(二)(B066-500-0208)wm666.taobao.com,P1,_P1_staging,test,True,medium,taobao;wm666,,1093,,datas/raw_json/_P1_staging/主变保护B柜接线图(二)(B066-500-0208)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/主变保护B柜接线图(二)(B066-500-0208)wm666.taobao.com.png
