drawing_key,split,phase,raw_json_path,normalized_json_path,entity_count,bbox_entity_count,text_count,type_count_json,drawing_bbox
_P1_staging/#2主变测量计度回路(B066-500-0201)wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/#2主变测量计度回路(B066-500-0201)wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/#2主变测量计度回路(B066-500-0201)wm666.taobao.com.normalized.json,3979,3979,912,"{""CIRCLE"": 54, ""INSERT"": 379, ""LINE"": 870, ""LWPOLYLINE"": 1764, ""TEXT"": 912}","-25.0,-381.2361,999.2498,525.5864"
_P1_staging/#2主变风冷控制回路(一)(B066-500-0213)wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/#2主变风冷控制回路(一)(B066-500-0213)wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/#2主变风冷控制回路(一)(B066-500-0213)wm666.taobao.com.normalized.json,3710,3710,870,"{""ARC"": 32, ""CIRCLE"": 436, ""INSERT"": 3, ""LINE"": 1315, ""LWPOLYLINE"": 1054, ""TEXT"": 870}","-24.7339,-337.5139,1000.2614,503.0371"
_P1_staging/#2主变风冷控制回路(二)(B066-500-0214)wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/#2主变风冷控制回路(二)(B066-500-0214)wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/#2主变风冷控制回路(二)(B066-500-0214)wm666.taobao.com.normalized.json,1537,1537,784,"{""CIRCLE"": 48, ""INSERT"": 5, ""LINE"": 618, ""LWPOLYLINE"": 82, ""TEXT"": 784}","-26.8573,-335.3663,822.5786,392.3801"
_P1_staging/#2主变风冷控制箱二次安装图(B066-500-0311)wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/#2主变风冷控制箱二次安装图(B066-500-0311)wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/#2主变风冷控制箱二次安装图(B066-500-0311)wm666.taobao.com.normalized.json,3348,3186,1313,"{""HATCH"": 162, ""INSERT"": 2, ""LINE"": 1785, ""LWPOLYLINE"": 86, ""TEXT"": 1313}","-25.0,-323.9746,559.0,377.7175"
_P1_staging/001 220kV变电站电气主接线图,train,P1,datas/raw_json/_P1_staging/001 220kV变电站电气主接线图.json,outputs/normalized_geometry/_P1_staging/001 220kV变电站电气主接线图.normalized.json,2802,2802,85,"{""CIRCLE"": 17, ""INSERT"": 1836, ""LINE"": 517, ""LWPOLYLINE"": 337, ""MTEXT"": 79, ""TEXT"": 16}","-6161694.8959,757584.1999,-3059444.4113,1518793.3671"
_P1_staging/01-110KV屋外配电装置配置接线图wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/01-110KV屋外配电装置配置接线图wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/01-110KV屋外配电装置配置接线图wm666.taobao.com.normalized.json,1162,1161,163,"{""ATTDEF"": 1, ""CIRCLE"": 141, ""INSERT"": 7, ""LINE"": 99, ""LWPOLYLINE"": 749, ""TEXT"": 165}","644.1277,838.3027,3588.9867,1327.633"
_P1_staging/02-110KV屋外配电装置平面布置图wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/02-110KV屋外配电装置平面布置图wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/02-110KV屋外配电装置平面布置图wm666.taobao.com.normalized.json,898,821,74,"{""ARC"": 63, ""ATTDEF"": 2, ""CIRCLE"": 160, ""DIMENSION"": 65, ""HATCH"": 10, ""INSERT"": 7, ""LINE"": 467, ""LWPOLYLINE"": 50, ""TEXT"": 74}","86186.2522,165963.6462,303407.5386,512112.9305"
_P1_staging/02-主接线wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/02-主接线wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/02-主接线wm666.taobao.com.normalized.json,27341,27314,1704,"{""ARC"": 1159, ""CIRCLE"": 978, ""HATCH"": 18, ""INSERT"": 16, ""LINE"": 9641, ""LWPOLYLINE"": 13812, ""MTEXT"": 10, ""POINT"": 3, ""SOLID"": 6, ""TEXT"": 1698}","644.1277,107.9512,4697.1376,2105.6288"
_P1_staging/03-10kV配电装置主变进线及母线桥间隔断面图wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/03-10kV配电装置主变进线及母线桥间隔断面图wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/03-10kV配电装置主变进线及母线桥间隔断面图wm666.taobao.com.normalized.json,1261,1222,57,"{""ACAD_PROXY_ENTITY"": 4, ""ARC"": 8, ""ATTDEF"": 2, ""CIRCLE"": 4, ""DIMENSION"": 23, ""HATCH"": 8, ""INSERT"": 8, ""LINE"": 1115, ""LWPOLYLINE"": 30, ""MTEXT"": 1, ""SOLID"": 2, ""TEXT"": 56}","64541.8602,6520.9077,91070.683,21370.9077"
_P1_staging/03-110KV屋外配电装置出线间隔断面图wm666.taobao.com,val,P1,datas/raw_json/_P1_staging/03-110KV屋外配电装置出线间隔断面图wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/03-110KV屋外配电装置出线间隔断面图wm666.taobao.com.normalized.json,1509,1472,191,"{""ARC"": 101, ""ATTDEF"": 2, ""CIRCLE"": 53, ""DIMENSION"": 26, ""HATCH"": 5, ""INSERT"": 9, ""LINE"": 889, ""LWPOLYLINE"": 229, ""MTEXT"": 1, ""POINT"": 1, ""SOLID"": 2, ""SPLINE"": 1, ""TEXT"": 190}","247884.5605,-5397.5888,415397.7083,172893.4942"
_P1_staging/04-110KV屋外配电装置主变进线间隔及母线PT间隔断面图wm666.taobao.com,val,P1,datas/raw_json/_P1_staging/04-110KV屋外配电装置主变进线间隔及母线PT间隔断面图wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/04-110KV屋外配电装置主变进线间隔及母线PT间隔断面图wm666.taobao.com.normalized.json,918,892,153,"{""ARC"": 61, ""ATTDEF"": 2, ""CIRCLE"": 60, ""DIMENSION"": 18, ""HATCH"": 3, ""INSERT"": 5, ""LINE"": 503, ""LWPOLYLINE"": 110, ""MTEXT"": 1, ""SOLID"": 1, ""SPLINE"": 2, ""TEXT"": 152}","313125.6468,103849.9856,443312.785,243111.3457"
_P1_staging/05-110KV屋外配电装置母线分段间隔断面图wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/05-110KV屋外配电装置母线分段间隔断面图wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/05-110KV屋外配电装置母线分段间隔断面图wm666.taobao.com.normalized.json,1061,1039,143,"{""ARC"": 84, ""ATTDEF"": 2, ""CIRCLE"": 102, ""DIMENSION"": 14, ""HATCH"": 4, ""INSERT"": 10, ""LINE"": 510, ""LWPOLYLINE"": 190, ""SPLINE"": 2, ""TEXT"": 143}","280526.2036,129573.7399,449311.1146,268502.9839"
_P1_staging/05电气主接线,train,P1,datas/raw_json/_P1_staging/05电气主接线.json,outputs/normalized_geometry/_P1_staging/05电气主接线.normalized.json,4281,4277,279,"{""ARC"": 2, ""CIRCLE"": 124, ""INSERT"": 1, ""LINE"": 582, ""LWPOLYLINE"": 1159, ""MTEXT"": 562, ""SOLID"": 4, ""TEXT"": 1847}","-1025.6256,-61559.7735,501251.1785,34777.5756"
_P1_staging/1#主变屏,train,P1,datas/raw_json/_P1_staging/1#主变屏.json,outputs/normalized_geometry/_P1_staging/1#主变屏.normalized.json,9526,9219,3768,"{""ARC"": 17, ""CIRCLE"": 808, ""DIMENSION"": 2, ""HATCH"": 296, ""INSERT"": 42, ""LINE"": 4109, ""LWPOLYLINE"": 469, ""MTEXT"": 7, ""SOLID"": 9, ""TEXT"": 3767}","-192.2267,-1124.336,1930.5094,2263.0314"
_P1_staging/1-主变保护测控柜面,train,P1,datas/raw_json/_P1_staging/1-主变保护测控柜面.json,outputs/normalized_geometry/_P1_staging/1-主变保护测控柜面.normalized.json,1121,1101,371,"{""CIRCLE"": 168, ""DIMENSION"": 13, ""HATCH"": 1, ""LINE"": 215, ""LWPOLYLINE"": 284, ""MTEXT"": 10, ""SOLID"": 1, ""TEXT"": 424, ""TRACE"": 5}","0.0,0.0,421.625,297.0"
_P1_staging/10-1#主变10kV侧开关柜端子排接线图,train,P1,datas/raw_json/_P1_staging/10-1#主变10kV侧开关柜端子排接线图.json,outputs/normalized_geometry/_P1_staging/10-1#主变10kV侧开关柜端子排接线图.normalized.json,1012,938,310,"{""ARC"": 2, ""ATTDEF"": 44, ""CIRCLE"": 62, ""HATCH"": 2, ""INSERT"": 10, ""LINE"": 507, ""LWPOLYLINE"": 26, ""MTEXT"": 13, ""POINT"": 2, ""SOLID"": 26, ""TEXT"": 318}","0.0,-3124.7791,6188.3186,2812.998"
_P1_staging/1000MW机组脱硫区电气主接线图,train,P1,datas/raw_json/_P1_staging/1000MW机组脱硫区电气主接线图.json,outputs/normalized_geometry/_P1_staging/1000MW机组脱硫区电气主接线图.normalized.json,2016,2012,236,"{""CIRCLE"": 2, ""HATCH"": 4, ""INSERT"": 470, ""LINE"": 342, ""LWPOLYLINE"": 962, ""MTEXT"": 29, ""TEXT"": 207}","278535.516,131526.6279,397435.516,215626.6279"
_P1_staging/1000kw水电站主接线图,train,P1,datas/raw_json/_P1_staging/1000kw水电站主接线图.json,outputs/normalized_geometry/_P1_staging/1000kw水电站主接线图.normalized.json,745,736,79,"{""CIRCLE"": 85, ""HATCH"": 5, ""INSERT"": 2, ""LINE"": 515, ""LWPOLYLINE"": 6, ""MTEXT"": 115, ""SPLINE"": 4, ""TEXT"": 13}","-258340.9228,-2.1854,6.7736,192302.0786"
_P1_staging/10KV主接线图,test,P1,datas/raw_json/_P1_staging/10KV主接线图.json,outputs/normalized_geometry/_P1_staging/10KV主接线图.normalized.json,264,263,79,"{""CIRCLE"": 18, ""HATCH"": 1, ""INSERT"": 5, ""LINE"": 158, ""LWPOLYLINE"": 1, ""MTEXT"": 1, ""TEXT"": 80}","8.9448,0.0,399.0,280.0"
_P1_staging/10kV电气主接线图,train,P1,datas/raw_json/_P1_staging/10kV电气主接线图.json,outputs/normalized_geometry/_P1_staging/10kV电气主接线图.normalized.json,464,448,79,"{""CIRCLE"": 46, ""HATCH"": 12, ""INSERT"": 2, ""LINE"": 303, ""LWPOLYLINE"": 16, ""MTEXT"": 1, ""POINT"": 2, ""SOLID"": 2, ""TEXT"": 80}","925.7323,-485.8677,10980.5323,6624.3123"
_P1_staging/10kv变电站主接线图,train,P1,datas/raw_json/_P1_staging/10kv变电站主接线图.json,outputs/normalized_geometry/_P1_staging/10kv变电站主接线图.normalized.json,2872,2792,193,"{""ARC"": 2, ""ATTDEF"": 77, ""CIRCLE"": 47, ""INSERT"": 125, ""LINE"": 1488, ""LWPOLYLINE"": 769, ""POINT"": 3, ""TEXT"": 361}","-211.267,0.0,4504.1843,3546.8686"
_P1_staging/11-1#主变端子箱接线图,train,P1,datas/raw_json/_P1_staging/11-1#主变端子箱接线图.json,outputs/normalized_geometry/_P1_staging/11-1#主变端子箱接线图.normalized.json,1115,1073,287,"{""CIRCLE"": 106, ""HATCH"": 4, ""INSERT"": 12, ""LINE"": 583, ""LWPOLYLINE"": 64, ""MTEXT"": 46, ""SOLID"": 38, ""TEXT"": 262}","0.0,-3124.7791,6188.3186,900.9311"
_P1_staging/110KV出线断面图,train,P1,datas/raw_json/_P1_staging/110KV出线断面图.json,outputs/normalized_geometry/_P1_staging/110KV出线断面图.normalized.json,626,581,210,"{""ARC"": 1, ""CIRCLE"": 70, ""DIMENSION"": 17, ""HATCH"": 28, ""LINE"": 168, ""LWPOLYLINE"": 132, ""MTEXT"": 210}","-843.096,-240.7855,1117.3562,595.2359"
_P1_staging/110KV出线断面图wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/110KV出线断面图wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/110KV出线断面图wm666.taobao.com.normalized.json,626,581,210,"{""ARC"": 1, ""CIRCLE"": 70, ""DIMENSION"": 17, ""HATCH"": 28, ""LINE"": 168, ""LWPOLYLINE"": 132, ""MTEXT"": 210}","-843.096,-240.7855,1117.3562,595.2359"
_P1_staging/110KV出线间隔断面图,train,P1,datas/raw_json/_P1_staging/110KV出线间隔断面图.json,outputs/normalized_geometry/_P1_staging/110KV出线间隔断面图.normalized.json,993,953,88,"{""ARC"": 16, ""CIRCLE"": 51, ""DIMENSION"": 20, ""HATCH"": 3, ""INSERT"": 16, ""LINE"": 715, ""LWPOLYLINE"": 67, ""MTEXT"": 5, ""SOLID"": 17, ""TEXT"": 83}","1792.391,-144.9806,2376.9295,191.7398"
_P1_staging/110KV升压开关站一次系统图,train,P1,datas/raw_json/_P1_staging/110KV升压开关站一次系统图.json,outputs/normalized_geometry/_P1_staging/110KV升压开关站一次系统图.normalized.json,409,407,131,"{""CIRCLE"": 33, ""INSERT"": 5, ""LINE"": 177, ""LWPOLYLINE"": 55, ""MTEXT"": 18, ""SOLID"": 2, ""TEXT"": 119}","-4411.6191,-620.066,2367.0494,1892.2087"
_P1_staging/110KV升压开关站基础布置图,train,P1,datas/raw_json/_P1_staging/110KV升压开关站基础布置图.json,outputs/normalized_geometry/_P1_staging/110KV升压开关站基础布置图.normalized.json,1062,932,201,"{""ARC"": 2, ""ATTDEF"": 22, ""CIRCLE"": 49, ""DIMENSION"": 106, ""INSERT"": 9, ""LINE"": 558, ""LWPOLYLINE"": 113, ""MTEXT"": 16, ""SOLID"": 2, ""TEXT"": 185}","-6130.1873,-683.1311,3432.2282,2685.0692"
_P1_staging/110KV升压站平面布置图1,train,P1,datas/raw_json/_P1_staging/110KV升压站平面布置图1.json,outputs/normalized_geometry/_P1_staging/110KV升压站平面布置图1.normalized.json,1875,1268,155,"{""ARC"": 41, ""CIRCLE"": 131, ""HATCH"": 1, ""INSERT"": 43, ""LINE"": 554, ""LWPOLYLINE"": 343, ""MTEXT"": 42, ""POINT"": 537, ""SOLID"": 69, ""TEXT"": 114}","-1267.0778,-542.0778,134.5196,75.0"
_P1_staging/110KV升压站平面布置图1wm666.taobao.com,test,P1,datas/raw_json/_P1_staging/110KV升压站平面布置图1wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/110KV升压站平面布置图1wm666.taobao.com.normalized.json,1875,1268,155,"{""ARC"": 41, ""CIRCLE"": 131, ""HATCH"": 1, ""INSERT"": 43, ""LINE"": 554, ""LWPOLYLINE"": 343, ""MTEXT"": 42, ""POINT"": 537, ""SOLID"": 69, ""TEXT"": 114}","-1267.0778,-542.0778,134.5196,75.0"
_P1_staging/110KV升压站总体平面布置图,train,P1,datas/raw_json/_P1_staging/110KV升压站总体平面布置图.json,outputs/normalized_geometry/_P1_staging/110KV升压站总体平面布置图.normalized.json,2053,1374,135,"{""ARC"": 41, ""CIRCLE"": 140, ""HATCH"": 5, ""INSERT"": 45, ""LINE"": 635, ""LWPOLYLINE"": 377, ""MTEXT"": 12, ""POINT"": 587, ""SOLID"": 87, ""TEXT"": 124}","-1004.3228,-866.0236,134.5196,75.0"
_P1_staging/110KV升压站总体平面布置图__230,train,P1,datas/raw_json/_P1_staging/110KV升压站总体平面布置图__230.json,outputs/normalized_geometry/_P1_staging/110KV升压站总体平面布置图__230.normalized.json,2050,1371,132,"{""ARC"": 41, ""CIRCLE"": 140, ""HATCH"": 5, ""INSERT"": 45, ""LINE"": 635, ""LWPOLYLINE"": 377, ""MTEXT"": 12, ""POINT"": 587, ""SOLID"": 87, ""TEXT"": 121}","-1004.3228,-795.8937,134.5196,75.0"
_P1_staging/110KV升压站总体平面布置图wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/110KV升压站总体平面布置图wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/110KV升压站总体平面布置图wm666.taobao.com.normalized.json,2053,1374,135,"{""ARC"": 41, ""CIRCLE"": 140, ""HATCH"": 5, ""INSERT"": 45, ""LINE"": 635, ""LWPOLYLINE"": 377, ""MTEXT"": 12, ""POINT"": 587, ""SOLID"": 87, ""TEXT"": 124}","-1004.3228,-866.0236,134.5196,75.0"
_P1_staging/110KV升压站接地布置图.,val,P1,datas/raw_json/_P1_staging/110KV升压站接地布置图..json,outputs/normalized_geometry/_P1_staging/110KV升压站接地布置图..normalized.json,1107,969,68,"{""ARC"": 10, ""CIRCLE"": 76, ""HATCH"": 121, ""LINE"": 654, ""LWPOLYLINE"": 160, ""MTEXT"": 4, ""POINT"": 8, ""SOLID"": 9, ""TEXT"": 65}","-733.4323,-19.3206,134.5196,400.6794"
_P1_staging/110KV升压站接地布置图.wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/110KV升压站接地布置图.wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/110KV升压站接地布置图.wm666.taobao.com.normalized.json,1107,969,68,"{""ARC"": 10, ""CIRCLE"": 76, ""HATCH"": 121, ""LINE"": 654, ""LWPOLYLINE"": 160, ""MTEXT"": 4, ""POINT"": 8, ""SOLID"": 9, ""TEXT"": 65}","-733.4323,-19.3206,134.5196,400.6794"
_P1_staging/110KV升压站立面布置图,train,P1,datas/raw_json/_P1_staging/110KV升压站立面布置图.json,outputs/normalized_geometry/_P1_staging/110KV升压站立面布置图.normalized.json,1564,1354,127,"{""ARC"": 52, ""CIRCLE"": 12, ""HATCH"": 2, ""LINE"": 1126, ""LWPOLYLINE"": 36, ""MTEXT"": 36, ""POINT"": 161, ""SOLID"": 47, ""TEXT"": 92}","-1428.9934,-14.441,134.5196,667.6491"
_P1_staging/110KV升压站立面布置图1,train,P1,datas/raw_json/_P1_staging/110KV升压站立面布置图1.json,outputs/normalized_geometry/_P1_staging/110KV升压站立面布置图1.normalized.json,1862,1575,132,"{""ARC"": 84, ""CIRCLE"": 17, ""HATCH"": 2, ""LINE"": 1279, ""LWPOLYLINE"": 62, ""MTEXT"": 36, ""POINT"": 238, ""SOLID"": 47, ""TEXT"": 97}","-733.4323,-19.3206,135.9748,1022.2799"
_P1_staging/110KV升压站立面布置图1wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/110KV升压站立面布置图1wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/110KV升压站立面布置图1wm666.taobao.com.normalized.json,1862,1575,132,"{""ARC"": 84, ""CIRCLE"": 17, ""HATCH"": 2, ""LINE"": 1279, ""LWPOLYLINE"": 62, ""MTEXT"": 36, ""POINT"": 238, ""SOLID"": 47, ""TEXT"": 97}","-733.4323,-19.3206,135.9748,1022.2799"
_P1_staging/110KV升压站立面布置图wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/110KV升压站立面布置图wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/110KV升压站立面布置图wm666.taobao.com.normalized.json,1564,1354,127,"{""ARC"": 52, ""CIRCLE"": 12, ""HATCH"": 2, ""LINE"": 1126, ""LWPOLYLINE"": 36, ""MTEXT"": 36, ""POINT"": 161, ""SOLID"": 47, ""TEXT"": 92}","-1428.9934,-14.441,134.5196,667.6491"
_P1_staging/110KV变电所10KV配套线路工程出线图,train,P1,datas/raw_json/_P1_staging/110KV变电所10KV配套线路工程出线图.json,outputs/normalized_geometry/_P1_staging/110KV变电所10KV配套线路工程出线图.normalized.json,370,370,158,"{""CIRCLE"": 5, ""INSERT"": 2, ""LINE"": 141, ""LWPOLYLINE"": 63, ""MTEXT"": 1, ""TEXT"": 158}","163.7413,-204.5144,1466.1512,109.5507"
_P1_staging/110KV变电所一次系统图,test,P1,datas/raw_json/_P1_staging/110KV变电所一次系统图.json,outputs/normalized_geometry/_P1_staging/110KV变电所一次系统图.normalized.json,2126,2124,248,"{""ARC"": 36, ""CIRCLE"": 206, ""HATCH"": 2, ""INSERT"": 2, ""LINE"": 1562, ""LWPOLYLINE"": 66, ""TEXT"": 252}","86.7554,36.9761,409.7816,265.8101"
_P1_staging/110KV变电站主变继电保护原理,test,P1,datas/raw_json/_P1_staging/110KV变电站主变继电保护原理.json,outputs/normalized_geometry/_P1_staging/110KV变电站主变继电保护原理.normalized.json,10276,10276,1377,"{""ARC"": 1181, ""CIRCLE"": 856, ""INSERT"": 16, ""LINE"": 6188, ""LWPOLYLINE"": 45, ""MTEXT"": 9, ""TEXT"": 1981}","-626.6485,-493.8648,3063.1383,1606.8716"
_P1_staging/110KV变电站主接线保护直流所,train,P1,datas/raw_json/_P1_staging/110KV变电站主接线保护直流所.json,outputs/normalized_geometry/_P1_staging/110KV变电站主接线保护直流所.normalized.json,5242,5126,889,"{""ARC"": 24, ""CIRCLE"": 385, ""HATCH"": 10, ""INSERT"": 224, ""LINE"": 931, ""LWPOLYLINE"": 2673, ""MTEXT"": 48, ""POLYLINE"": 86, ""TEXT"": 841, ""TRACE"": 20}","768.7021,568.8299,1047.3046,722.7591"
_P1_staging/110KV变电站主接线保护直流所wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/110KV变电站主接线保护直流所wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/110KV变电站主接线保护直流所wm666.taobao.com.normalized.json,5241,5125,889,"{""ARC"": 24, ""CIRCLE"": 385, ""HATCH"": 10, ""INSERT"": 223, ""LINE"": 931, ""LWPOLYLINE"": 2673, ""MTEXT"": 48, ""POLYLINE"": 86, ""TEXT"": 841, ""TRACE"": 20}","768.7021,568.8299,1047.3046,722.7591"
_P1_staging/110KV变电站典型设计图纸wm666.taobao.com,train,P1,datas/raw_json/_P1_staging/110KV变电站典型设计图纸wm666.taobao.com.json,outputs/normalized_geometry/_P1_staging/110KV变电站典型设计图纸wm666.taobao.com.normalized.json,6827,6686,602,"{""ARC"": 1258, ""CIRCLE"": 348, ""DIMENSION"": 99, ""HATCH"": 2, ""INSERT"": 19, ""LINE"": 4139, ""LWPOLYLINE"": 320, ""TEXT"": 602, ""TRACE"": 40}","-1112.0,-426.994,2530.0,2065.4369"
_P1_staging/110KV变电站电气主接线图,train,P1,datas/raw_json/_P1_staging/110KV变电站电气主接线图.json,outputs/normalized_geometry/_P1_staging/110KV变电站电气主接线图.normalized.json,1525,1524,287,"{""ARC"": 6, ""CIRCLE"": 114, ""INSERT"": 19, ""LINE"": 1065, ""LWPOLYLINE"": 33, ""SOLID"": 1, ""TEXT"": 287}","-1090876.6637,-44380.3089,48521.9771,382259.7599"
