panel_id,parent_drawing_key,split,phase,batch,panel_index,panel_count,split_method,panel_png_path,panel_bbox_cad,parent_normalized_json_path,parent_topology_v0_json_path,topology_v1_panel_json_path,status,error,panel_entity_count,base_segment_count,split_segment_count,intersection_count,split_event_count,split_short_segments,v1_node_count,v1_edge_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,effective_endpoint_tolerance,quality_flags,severity,anomaly_type,suggested_action,model_review_label,model_confidence,model_needs_human_review,model_reason,model_visible_cues,topology_panel_v1_review_label,topology_panel_v1_review_comment,topology_panel_v1_reviewed,topology_panel_v1_accepted,topology_panel_v1_exclude_reason
_P3_staging_batch2/发-变组保护测量配置图#panel_002,_P3_staging_batch2/发-变组保护测量配置图,test,P3,_P3_staging_batch2,2,7,image_components,outputs/panels/P3/P3_staging_batch2__发-变组保护测量配置图__panel_002.png,"-100.1767,539.3787,1512.8609,2445.2152",outputs/normalized_geometry/_P3_staging_batch2/发-变组保护测量配置图.normalized.json,outputs/topology_graph/_P3_staging_batch2/发-变组保护测量配置图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/发-变组保护测量配置图#panel_002.topology.v1.json,ok,,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.,still_fragmented,0.95,True,"The panel contains a valid single topology diagram, but the extracted v1 graph has zero detected nodes, edges, and nets, making it too fragmented for use.","Single complete generator-transformer protection measurement wiring diagram visible; All v1 topology entity counts (nodes, edges, nets) are 0, no base segments detected",still_fragmented,"model: The panel contains a valid single topology diagram, but the extracted v1 graph has zero detected nodes, edges, and nets, making it too fragmented for use.",True,False,still_fragmented
_P3_staging_batch4/某学校系统图及接线图#panel_000,_P3_staging_batch4/某学校系统图及接线图,train,P3,_P3_staging_batch4,0,5,image_components,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_000.png,"72.4731,-605.8779,787.0432,-207.5976",outputs/normalized_geometry/_P3_staging_batch4/某学校系统图及接线图.normalized.json,outputs/topology_graph/_P3_staging_batch4/某学校系统图及接线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_000.topology.v1.json,ok,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.409,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.,still_fragmented,0.9,True,"The extracted v1 topology graph is completely empty with no detected topology elements, rendering it too fragmented for baseline use despite the panel being a valid coherent topology target.","Single coherent low-voltage distribution system topology diagram present; All v1 topology element counts (nodes, edges, nets) are 0; Quality flags indicate no edges or nets were extracted",still_fragmented,"model: The extracted v1 topology graph is completely empty with no detected topology elements, rendering it too fragmented for baseline use despite the panel being a valid coherent topology target.",True,False,still_fragmented
_P3_staging_batch2/10kV-中置柜进线电气图纸#panel_000,_P3_staging_batch2/10kV-中置柜进线电气图纸,train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/10kV-中置柜进线电气图纸.png,"-1381622.3492,3379.5447,-4991.5848,409821.5928",outputs/normalized_geometry/_P3_staging_batch2/10kV-中置柜进线电气图纸.normalized.json,outputs/topology_graph/_P3_staging_batch2/10kV-中置柜进线电气图纸.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/10kV-中置柜进线电气图纸#panel_000.topology.v1.json,ok,,6170,29271,34918,5223,8120,27,31411,34885,2901,0.0078,0.0441,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,still_fragmented,0.95,True,"The generated topology graph is severely fragmented, lacking a dominant coherent network to represent the single electrical diagram panel.",High fragmentation quality flag present; v1 largest net edge ratio is only 0.0441; Extremely high node and edge counts for the small diagram panel,still_fragmented,"model: The generated topology graph is severely fragmented, lacking a dominant coherent network to represent the single electrical diagram panel.",True,False,still_fragmented
_P2_staging/某煤矿变电所电气系统图wm666.taobao.com#panel_000,_P2_staging/某煤矿变电所电气系统图wm666.taobao.com,val,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/某煤矿变电所电气系统图wm666.taobao.com.png,"50.0,0.0,12050.0,6200.0",outputs/normalized_geometry/_P2_staging/某煤矿变电所电气系统图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/某煤矿变电所电气系统图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/某煤矿变电所电气系统图wm666.taobao.com#panel_000.topology.v1.json,ok,,22451,21946,26203,3068,4543,0,28036,26128,3501,0.0435,0.0243,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,still_fragmented,0.9,True,"Extracted topology is highly fragmented, far too split into small disconnected components to form a coherent usable baseline graph.","Metadata explicitly flags high fragmentation anomaly; v1_largest_net_edge_ratio is only 0.0243, meaning the largest connected component contains less than 3% of all edges",still_fragmented,"model: Extracted topology is highly fragmented, far too split into small disconnected components to form a coherent usable baseline graph.",True,False,still_fragmented
_P3_staging_batch1/高压异步电机保护二次原理图#panel_007,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,_P3_staging_batch1,7,8,image_components,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_007.png,"-23180.0339,-113915.88,2674.824,-81680.3767",outputs/normalized_geometry/_P3_staging_batch1/高压异步电机保护二次原理图.normalized.json,outputs/topology_graph/_P3_staging_batch1/高压异步电机保护二次原理图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_007.topology.v1.json,ok,,23,5,5,0,0,0,9,5,4,0.6,0.4,1.0,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,still_fragmented,0.85,True,"The extracted topology graph has a high isolated edge ratio of 0.6, with only 40% of edges belonging to the largest net, leading to excessive fragmentation for a single coherent wiring diagram panel.",High v1 isolated edge ratio (0.6); Low v1 largest net edge ratio (0.4); Only 5 base segments detected for the full schematic panel,still_fragmented,"model: The extracted topology graph has a high isolated edge ratio of 0.6, with only 40% of edges belonging to the largest net, leading to excessive fragmentation for a single coherent wiring diagram panel.",True,False,still_fragmented
_P3_staging_batch4/某学校系统图及接线图#panel_004,_P3_staging_batch4/某学校系统图及接线图,train,P3,_P3_staging_batch4,4,5,image_components,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_004.png,"2995.9298,-605.8779,3710.4999,-207.5976",outputs/normalized_geometry/_P3_staging_batch4/某学校系统图及接线图.normalized.json,outputs/topology_graph/_P3_staging_batch4/某学校系统图及接线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_004.topology.v1.json,ok,,8,5,5,0,0,0,9,5,4,0.6,0.4,0.409,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,still_fragmented,0.9,True,"Extracted topology graph has a very high isolated edge ratio, making it excessively fragmented for use.","v1_isolated_edge_ratio is 0.6, meaning 60% of edges are isolated; Largest connected net only includes 40% of total edges",still_fragmented,"model: Extracted topology graph has a very high isolated edge ratio, making it excessively fragmented for use.",True,False,still_fragmented
_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com#panel_000,_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com,train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/某铁路牵引变电所主接线图wm666.taobao.com.png,"0.0,0.0,1065.5349,468.6454",outputs/normalized_geometry/_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com#panel_000.topology.v1.json,ok,,14,4,4,0,0,0,8,4,4,1.0,0.25,0.582,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,still_fragmented,0.9,True,"Extracted topology has 100% isolated edges and very low largest net ratio, indicating severe fragmentation",v1_isolated_edge_ratio = 1.0; v1_largest_net_edge_ratio = 0.25; quality flag: high_isolated_ratio,still_fragmented,"model: Extracted topology has 100% isolated edges and very low largest net ratio, indicating severe fragmentation",True,False,still_fragmented
_P3_staging_batch1/高压异步电机保护二次原理图#panel_005,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,_P3_staging_batch1,5,8,image_components,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_005.png,"116008.9363,-113940.8108,133400.7104,-47126.3104",outputs/normalized_geometry/_P3_staging_batch1/高压异步电机保护二次原理图.normalized.json,outputs/topology_graph/_P3_staging_batch1/高压异步电机保护二次原理图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_005.topology.v1.json,ok,,7,4,4,0,0,0,8,4,4,1.0,0.25,1.0,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,still_fragmented,0.9,True,"The extracted topology graph is excessively fragmented with all edges isolated, making it unsuitable as a coherent v1 baseline.",v1_isolated_edge_ratio = 1.0; high_isolated_ratio quality flag is set; v1_largest_net_edge_ratio is only 0.25,still_fragmented,"model: The extracted topology graph is excessively fragmented with all edges isolated, making it unsuitable as a coherent v1 baseline.",True,False,still_fragmented
_P3_staging_batch4/某学校系统图及接线图#panel_002,_P3_staging_batch4/某学校系统图及接线图,train,P3,_P3_staging_batch4,2,5,image_components,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_002.png,"1539.534,-605.8779,2254.1041,-207.5976",outputs/normalized_geometry/_P3_staging_batch4/某学校系统图及接线图.normalized.json,outputs/topology_graph/_P3_staging_batch4/某学校系统图及接线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_002.topology.v1.json,ok,,3,3,3,0,0,0,6,3,3,1.0,0.3333,0.409,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,still_fragmented,0.9,True,"The topology graph is split into 3 fully isolated unconnected segments with no overall coherent connectivity, 100% of edges are isolated.","v1_isolated_edge_ratio = 1.0; v1_largest_net_edge_ratio = 0.333, only 1/3 of edges in the largest net; 3 separate unconnected net segments detected",still_fragmented,"model: The topology graph is split into 3 fully isolated unconnected segments with no overall coherent connectivity, 100% of edges are isolated.",True,False,still_fragmented
_P3_staging_batch4/某学校系统图及接线图#panel_003,_P3_staging_batch4/某学校系统图及接线图,train,P3,_P3_staging_batch4,3,5,image_components,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_003.png,"2281.3597,-605.8779,2995.9298,-207.5976",outputs/normalized_geometry/_P3_staging_batch4/某学校系统图及接线图.normalized.json,outputs/topology_graph/_P3_staging_batch4/某学校系统图及接线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_003.topology.v1.json,ok,,2,2,2,0,0,0,4,2,2,1.0,0.5,0.409,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,still_fragmented,0.9,True,"The extracted v1 topology graph has all edges isolated with no connected coherent network, making it too fragmented for baseline use despite the panel being a valid single topology target.","v1 isolated edge ratio is 1.0, all edges are unconnected; v1 largest net edge ratio is only 0.5, no dominant connected topology exists",still_fragmented,"model: The extracted v1 topology graph has all edges isolated with no connected coherent network, making it too fragmented for baseline use despite the panel being a valid single topology target.",True,False,still_fragmented
_P3_staging_batch1/500KVA有载调压箱变系统图#panel_000,_P3_staging_batch1/500KVA有载调压箱变系统图,test,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/500KVA有载调压箱变系统图.png,"1550.0,-5.0,2939.3734,415.0",outputs/normalized_geometry/_P3_staging_batch1/500KVA有载调压箱变系统图.normalized.json,outputs/topology_graph/_P3_staging_batch1/500KVA有载调压箱变系统图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/500KVA有载调压箱变系统图#panel_000.topology.v1.json,ok,,794,530,42955,21811,42821,0,21097,42471,14,0.0002,0.996,0.7257,dominant_component,low,dominant_component,Spot-check whether the graph is over-connected.,over_connected,0.9,True,"Abnormally high node, edge and intersection counts with nearly all edges grouped into one net indicate the topology incorrectly connected visual crossings and unrelated regions.","v1_node_count is 21097, v1_edge_count is 42471, intersection_count is 21811, all far exceed expected values for this single system diagram; v1_largest_net_edge_ratio is 0.996 meaning over 99% of edges are assigned to a single net",over_connected,"model: Abnormally high node, edge and intersection counts with nearly all edges grouped into one net indicate the topology incorrectly connected visual crossings and unrelated regions.",True,False,over_connected
_P3_staging_batch1/06(背面通讯接线图)#panel_000,_P3_staging_batch1/06(背面通讯接线图),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/06(背面通讯接线图).png,"35.8945,7.7001,416.5994,274.0976",outputs/normalized_geometry/_P3_staging_batch1/06(背面通讯接线图).normalized.json,outputs/topology_graph/_P3_staging_batch1/06(背面通讯接线图).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/06(背面通讯接线图)#panel_000.topology.v1.json,ok,,450,262,990,474,728,0,630,990,1,0.0,1.0,0.2323,dominant_component,low,dominant_component,Spot-check whether the graph is over-connected.,over_connected,0.85,True,"Extracted topology incorrectly merges all wiring into a single net, likely caused by misclassifying visual line crossings as valid electrical connections.","v1_net_count is 1 with 100% of edges assigned to the single largest net; 474 line intersections are present in the diagram, most are not valid connections; Multiple distinct signal wire pairs exist that should be separate topology nets",over_connected,"model: Extracted topology incorrectly merges all wiring into a single net, likely caused by misclassifying visual line crossings as valid electrical connections.",True,False,over_connected
_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_000,_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com,train,P1,_P1_staging,0,3,image_components,outputs/panels/P1/P1_staging__主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com__panel_000.png,"-0.0,-42.36,608.9648,159.4622",outputs/normalized_geometry/_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_000.topology.v1.json,ok,,347,128,592,291,472,0,399,590,1,0.0,1.0,0.3208,dominant_component,low,dominant_component,Spot-check whether the graph is over-connected.,over_connected,0.9,True,"Topology graph incorrectly merged all distinct wiring circuits into a single net, likely by connecting non-electrical visual crossings between wiring and background grid lines.",Multiple separate discrete wiring circuits are visible in the diagram; v1_net_count is 1 despite multiple independent circuits present; v1_largest_net_edge_ratio is 1.0 indicating all edges are incorrectly grouped as one connected net; High intersection count (291) likely from background grid lines crossing wiring paths,over_connected,"model: Topology graph incorrectly merged all distinct wiring circuits into a single net, likely by connecting non-electrical visual crossings between wiring and background grid lines.",True,False,over_connected
_P3_staging_batch4/发电机保护屏端子图#panel_004,_P3_staging_batch4/发电机保护屏端子图,train,P3,_P3_staging_batch4,4,7,image_components,outputs/panels/P3/P3_staging_batch4__发电机保护屏端子图__panel_004.png,"-124.9811,-544.9556,12.5728,-401.7589",outputs/normalized_geometry/_P3_staging_batch4/发电机保护屏端子图.normalized.json,outputs/topology_graph/_P3_staging_batch4/发电机保护屏端子图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/发电机保护屏端子图#panel_004.topology.v1.json,ok,,135,58,329,173,271,0,214,329,1,0.0,1.0,0.0993,dominant_component,low,dominant_component,Spot-check whether the graph is over-connected.,needs_terminal_anchor,0.9,True,The generator terminal wiring diagram is a valid topology target but requires explicit terminal/symbol anchors for semantic correctness of the graph.,"Single coherent generator protection terminal diagram panel; Contains numbered terminal entries, signal labels, and connection lines to external equipment panels; No fragmented or multiple independent subdiagrams present",needs_terminal_anchor,model: The generator terminal wiring diagram is a valid topology target but requires explicit terminal/symbol anchors for semantic correctness of the graph.,True,False,needs_terminal_anchor
